case_id,amp,pw,Ea_mean,Ea_sigma,tfe,epife_read,Iref,VFB_read,VG_name,dV1,dV10,dV100,A1,A10,A100,gradual,inc_1_10,inc_10_100,ratio1,ratio10,late_early_ratio,progress_score,is_invalid,is_weak_all,is_early_saturate,is_progressive,valid0,valid1,valid10,valid100,P0,P1,P10,P100,Vth0,Vth1,Vth10,Vth100,IDmin1,IDmin10,IDmin100,IDmax1,IDmax10,IDmax100,elapsed_s
A1p60_PW0p50us_Em1p00_Es0p20_tfe8p00em7_epi24p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,1.6,5e-07,1,0.2,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0,-0.00958161653162359,-0.0338881586154414,0,0.00958161653162359,0.0338881586154414,0.0338881586154414,0.00958161653162359,0.0243065420838178,0,0.282742318352395,2.53678927805088,-0.17856900610986,0,0,0,1,1,1,1,1,0.340000000000015,0.340000000000015,0.365000000000016,0.430000000000019,0.58698617845047,0.58698617845047,0.577404561918847,0.553098019835029,6.31692714139775e-23,6.25945277636787e-23,9.36373531344215e-24,5.4141121530884e-06,5.44801544297163e-06,5.53620348129416e-06,11.1040521
A1p80_PW0p02us_Em1p05_Es0p15_tfe1p00em6_epi24p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,1.8,2e-08,1.05,0.15,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,-0.0163191165267722,-0.0563385413058669,-0.124764058671727,0.0163191165267722,0.0563385413058669,0.124764058671727,0.108444942144955,0.0400194247790946,0.0684255173658604,0.130799820881992,0.451560665031761,1.70980761826453,-0.181983646103378,0,0,0,1,1,1,1,1,0.480000000000021,0.515000000000022,0.600000000000026,0.745000000000032,0.522501842554305,0.506182726027533,0.466163301248438,0.397737783882578,2.83327680622618e-23,3.19961878778624e-23,3.27656929721739e-23,5.01278966247851e-06,5.13918221621685e-06,5.35507042561248e-06,4.5921237
A1p80_PW0p02us_Em1p00_Es0p10_tfe1p00em6_epi20p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,1.8,2e-08,1,0.1,1e-06,20,1e-07,-0.5,VGm0p8_to_2p2,-0.011113761298127,-0.062281219701781,-0.127044872784542,0.011113761298127,0.062281219701781,0.127044872784542,0.115931111486415,0.051167458403654,0.0647636530827609,0.0874790226046752,0.490230092224226,1.26571956284887,-0.182969494027219,0,0,0,1,1,1,1,1,0.565000000000024,0.585000000000025,0.675000000000029,0.790000000000034,0.462933479615285,0.451819718317158,0.400652259913504,0.335888606830743,8.98241110197017e-24,3.14298687504645e-23,3.69382755413005e-22,4.62447942102103e-06,4.76739709707928e-06,4.95025602041469e-06,4.3070956
A1p60_PW0p10us_Em1p00_Es0p25_tfe1p00em6_epi20p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,1.6,1e-07,1,0.25,1e-06,20,1e-07,-0.5,VGm0p8_to_2p2,-0.00275626365789949,-0.0170888337350328,-0.0538958914203959,0.00275626365789949,0.0170888337350328,0.0538958914203959,0.0511396277624964,0.0143325700771333,0.0368070576853631,0.0511405152648879,0.317071177128093,2.56807100801038,-0.188494484588435,0,0,0,1,1,1,1,1,0.190000000000008,0.195000000000009,0.22000000000001,0.285000000000013,0.674910696687522,0.672154433029623,0.65782186295249,0.621014805267127,1.80036907446274e-23,1.4764109688885e-23,1.70419441500393e-23,4.00734756234118e-06,4.04679020224992e-06,4.14942118793723e-06,6.8528887
A1p60_PW0p05us_Em0p95_Es0p20_tfe1p50em6_epi28p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,1.6,5e-08,0.95,0.2,1.5e-06,28,1e-07,-0.5,VGm0p8_to_2p2,0,-0.0119113927269631,-0.0393123686134073,0,0.0119113927269631,0.0393123686134073,0.0393123686134073,0.0119113927269631,0.0274009758864442,0,0.302993514435575,2.30040067643965,-0.188916408293137,0,0,0,1,1,1,1,1,0.320000000000014,0.320000000000014,0.340000000000015,0.385000000000017,0.60284557358529,0.60284557358529,0.590934180858327,0.563533204971883,1.6434565743417e-23,2.38206559285759e-23,1.64613793924874e-23,4.01563380505289e-06,4.04796351412156e-06,4.12074643935037e-06,5.18053
A1p80_PW0p10us_Em1p10_Es0p15_tfe1p00em6_epi28p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,1.8,1e-07,1.1,0.15,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,-0.0163381273767739,-0.0504854237736465,-0.117171036651549,0.0163381273767739,0.0504854237736465,0.117171036651549,0.100832909274775,0.0341472963968726,0.0666856128779026,0.139438276247067,0.43086948119938,1.95288119161346,-0.190315261170309,0,0,0,1,1,1,1,1,0.470000000000021,0.510000000000023,0.595000000000026,0.760000000000033,0.534939692186903,0.51860156481013,0.484454268413257,0.417768655535354,9.09452265673829e-24,9.57891202147074e-24,9.0343636890416e-24,5.4445859754948e-06,5.56349839344451e-06,5.79460450418728e-06,5.2940638
A1p80_PW0p02us_Em1p10_Es0p15_tfe8p00em7_epi28p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,1.8,2e-08,1.1,0.15,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,-0.00304460356304925,-0.0209204233575723,-0.0612541296922366,0.00304460356304925,0.0209204233575723,0.0612541296922366,0.0582095261291873,0.017875819794523,0.0403337063346643,0.0497044620231561,0.341534904873912,2.25632764249627,-0.1971801522871,0,0,0,1,1,1,1,1,0.48500000000002,0.495000000000021,0.550000000000023,0.675000000000029,0.53898012999393,0.53593552643088,0.518059706636357,0.477726000301693,1.67129125966254e-23,1.68582606423108e-23,1.68341392468148e-23,6.07840293845826e-06,6.14810007924605e-06,6.30661367609995e-06,4.4669463
A1p80_PW0p02us_Em1p10_Es0p20_tfe1p00em6_epi20p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,1.8,2e-08,1.1,0.2,1e-06,20,1e-07,-0.5,VGm0p8_to_2p2,-0.0197644610473123,-0.0761631759241762,-0.146972247858696,0.0197644610473123,0.0761631759241762,0.146972247858696,0.127207786811383,0.0563987148768639,0.0708090719345194,0.13447750398643,0.518214676810293,1.25550860669641,-0.198566404849437,0,0,0,1,1,1,1,1,0.350000000000016,0.385000000000017,0.485000000000022,0.610000000000027,0.584473980879575,0.564709519832262,0.508310804955398,0.437501733020879,1.72984515233708e-23,3.16626285236588e-23,3.20691324880202e-23,4.30753154384357e-06,4.46588945236047e-06,4.66416148867249e-06,5.1951583
A1p60_PW0p02us_Em0p95_Es0p25_tfe1p00em6_epi28p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,1.6,2e-08,0.95,0.25,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,-0.0020058203172213,-0.0103506967206353,-0.0364219308494932,0.0020058203172213,0.0103506967206353,0.0364219308494932,0.0344161105322719,0.00834487640341397,0.0260712341288579,0.0550717732541411,0.284188577574527,3.1242205238884,-0.211535830603478,0,0,0,1,1,1,1,1,0.180000000000008,0.185000000000008,0.205000000000009,0.270000000000012,0.652044118302084,0.650038297984862,0.641693421581448,0.615622187452591,1.61543348863213e-23,1.66736977972938e-23,2.66857341187118e-23,4.99089719244421e-06,5.01876892553131e-06,5.10939684866387e-06,5.8969266
A1p60_PW0p02us_Em0p95_Es0p25_tfe1p00em6_epi20p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,1.6,2e-08,0.95,0.25,1e-06,20,1e-07,-0.5,VGm0p8_to_2p2,-0.00844701404214965,-0.011382766188165,-0.0451172332233927,0.00844701404214965,0.011382766188165,0.0451172332233927,0.036670219181243,0.00293575214601538,0.0337344670352276,0.187223671281553,0.252293090132646,11.4909111387399,-0.215418182490008,0,0,0,1,1,1,1,1,0.190000000000009,0.205000000000009,0.21000000000001,0.270000000000012,0.674910696687522,0.666463682645373,0.663527930499357,0.62979346346413,3.15993318416473e-23,2.99269163422091e-23,1.64309235420638e-23,4.02312252609797e-06,4.03101105648603e-06,4.12572701664348e-06,5.3513438
