case_id,amp,pw,Ea_mean,Ea_sigma,tfe,epife_read,Iref,VFB_read,VG_name,P0,Vth0,idmin0,idmax0,valid0,dV1,dV10,dV100,dP1,dP10,dP100,gradual,ratio1,ratio10,valid_ratio,progress_score,is_invalid,is_weak_all,is_early_saturate,is_progressive
A1p60_PW1p00em01us_Em1p05_Es0p25_tfe1p00em06_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,1e-07,1.05,0.25,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,0.23000000000001,0.640047514407461,3.17308822242562e-23,4.58996525040835e-06,1,0,-0.00671867717521835,-0.0278827472580933,0,0.0150000000000007,0.0600000000000027,0.0278827472580933,0,0.240961807422623,1,0.0110461372786649,0,1,0,0
A1p60_PW1p00em01us_Em1p05_Es0p25_tfe1p00em06_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,1e-07,1.05,0.25,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,0.23000000000001,0.631868871949609,1.62178079615072e-23,5.05361777269504e-06,1,0,-0.00612167700957844,-0.0242301320245182,0,0.0150000000000007,0.0600000000000027,0.0242301320245182,0,0.252647282457396,1,0.0081316809401456,0,1,0,0
A1p60_PW1p00em01us_Em1p10_Es0p15_tfe8p00em07_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,1e-07,1.1,0.15,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0.460000000000021,0.541545288730809,1.61696681018944e-23,5.57692454607249e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW1p00em01us_Em1p10_Es0p15_tfe8p00em07_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,1e-07,1.1,0.15,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0.460000000000021,0.547332627877828,3.14848021888595e-23,6.03406617974224e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW1p00em01us_Em1p10_Es0p15_tfe1p00em06_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,1e-07,1.1,0.15,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,0.460000000000021,0.532127637832698,1.01100061157189e-23,4.93107358081088e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW1p00em01us_Em1p10_Es0p15_tfe1p00em06_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,1e-07,1.1,0.15,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,0.460000000000021,0.538767452780523,9.10696491682244e-24,5.37468480332444e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW1p00em01us_Em1p10_Es0p20_tfe8p00em07_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,1e-07,1.1,0.2,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0.370000000000016,0.575613564662989,9.3756042187055e-23,5.45479712253006e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW1p00em01us_Em1p10_Es0p20_tfe8p00em07_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,1e-07,1.1,0.2,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0.370000000000016,0.576274235253504,1.67348363709379e-23,5.92011572818714e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW1p00em01us_Em1p10_Es0p20_tfe1p00em06_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,1e-07,1.1,0.2,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,0.370000000000016,0.57444583334092,3.15160131232674e-23,4.7974753167841e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW1p00em01us_Em1p10_Es0p20_tfe1p00em06_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,1e-07,1.1,0.2,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,0.370000000000016,0.575281414761456,8.87503769442669e-24,5.24895418028654e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW1p00em01us_Em1p10_Es0p25_tfe8p00em07_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,1e-07,1.1,0.25,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0.270000000000012,0.613355570239205,1.66896248688363e-23,5.31922892607918e-06,1,0,0,-0.00953635385687868,0,0,0.0250000000000011,0.00953635385687868,0,0,1,0.00762908308550294,0,1,0,0
A1p60_PW1p00em01us_Em1p10_Es0p25_tfe8p00em07_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,1e-07,1.1,0.25,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0.270000000000012,0.608696312687809,6.08747183594748e-24,5.79360559545943e-06,1,0,0,-0.00843736619614188,0,0,0.0250000000000011,0.00843736619614188,0,0,1,0.00674989295691351,0,1,0,0
A1p60_PW1p00em01us_Em1p10_Es0p25_tfe1p00em06_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,1e-07,1.1,0.25,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,0.270000000000012,0.621300044431913,3.13715324049712e-24,4.6492140136741e-06,1,0,0,-0.0114766563916324,0,0,0.0250000000000011,0.0114766563916324,0,0,1,0.00918132511330594,0,1,0,0
A1p60_PW1p00em01us_Em1p10_Es0p25_tfe1p00em06_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,1e-07,1.1,0.25,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,0.270000000000012,0.615622187452591,2.33016186232744e-23,5.10939684866387e-06,1,0,0,-0.0100589382510925,0,0,0.0250000000000011,0.0100589382510925,0,0,1,0.008047150600874,0,1,0,0
A1p80_PW2p00em02us_Em1p00_Es0p15_tfe8p00em07_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.8,2e-08,1,0.15,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0.415000000000018,0.558501745834859,6.428593985894e-23,5.51584739019892e-06,1,-0.0149597557241494,-0.0827078857590415,-0.122276264650933,0.0400000000000016,0.22000000000001,0.325000000000014,0.107316508926784,0.122343905146724,0.676401802059877,1,-0.0111244316469398,0,0,0,0
A1p80_PW2p00em02us_Em1p00_Es0p15_tfe8p00em07_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.8,2e-08,1,0.15,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0.415000000000018,0.561610675346325,5.13598637514201e-24,5.97708034130297e-06,1,-0.0126368342622767,-0.0707430680339645,-0.104814844125565,0.0400000000000016,0.22000000000001,0.325000000000014,0.0921780098632883,0.120563402709812,0.674933675894384,1,-0.0126711813092575,0,0,0,0
A1p80_PW2p00em02us_Em1p00_Es0p15_tfe1p00em06_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.8,2e-08,1,0.15,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,0.415000000000018,0.553292046218004,1.72981553141647e-23,4.86425565087695e-06,1,-0.0188644443835594,-0.103544283203395,-0.153355788459342,0.0400000000000016,0.22000000000001,0.325000000000014,0.134491344075782,0.123010970587268,0.675189924316726,1,-0.00734996305725932,0,0,0,0
A1p80_PW2p00em02us_Em1p00_Es0p15_tfe1p00em06_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.8,2e-08,1,0.15,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,0.415000000000018,0.557037002968932,1.52855041914098e-23,5.3118045662901e-06,1,-0.0162935301864195,-0.0886098604023481,-0.131039379145408,0.0400000000000016,0.22000000000001,0.325000000000014,0.114745848958988,0.124340715689285,0.676207877206302,1,-0.0106834514358588,0,0,0,0
A1p80_PW2p00em02us_Em1p00_Es0p20_tfe8p00em07_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.8,2e-08,1,0.2,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0.335000000000015,0.588903826360114,9.03676248219107e-24,5.40733252211793e-06,1,-0.0376610594312877,-0.0906489535487303,-0.109559523196919,0.100000000000005,0.240000000000011,0.290000000000013,0.0718984637656316,0.343749756592102,0.827394560542221,1,-0.0916054089664074,0,0,0,0
A1p80_PW2p00em02us_Em1p00_Es0p20_tfe8p00em07_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.8,2e-08,1,0.2,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0.335000000000015,0.587695496234624,1.764490544743e-23,5.87582483199353e-06,1,-0.0323627476030515,-0.0774559971701025,-0.0936556127351015,0.100000000000005,0.240000000000011,0.290000000000013,0.06129286513205,0.345550540516854,0.827029954832302,1,-0.0848355785115053,0,0,0,0
A1p80_PW2p00em02us_Em1p00_Es0p20_tfe1p00em06_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.8,2e-08,1,0.2,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,0.335000000000015,0.590990006275304,9.95420656104532e-24,4.74556165552163e-06,1,-0.0472371650814396,-0.113216729112559,-0.136598875426763,0.100000000000005,0.240000000000011,0.290000000000013,0.0893617103453237,0.345809326276376,0.828826216605707,1,-0.104727953117282,0,0,0,0
A1p80_PW2p00em02us_Em1p00_Es0p20_tfe1p00em06_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.8,2e-08,1,0.2,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,0.335000000000015,0.589503471930895,3.06290598956306e-23,5.20009160128264e-06,1,-0.0403577855084674,-0.09687167124478,-0.1170461009442,0.100000000000005,0.240000000000011,0.290000000000013,0.0766883154357331,0.344802476826692,0.827636892329816,1,-0.095342480721365,0,0,0,0
A1p80_PW2p00em02us_Em1p00_Es0p25_tfe8p00em07_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.8,2e-08,1,0.25,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0.190000000000009,0.643343624639669,2.71496816565447e-23,5.21087619230723e-06,1,-0.0544397982795547,-0.0998016345289594,-0.112813082028406,0.145000000000007,0.265000000000012,0.300000000000013,0.0583732837488514,0.482566359332749,0.884663664306499,1,-0.140066299205503,0,0,0,0
A1p80_PW2p00em02us_Em1p00_Es0p25_tfe8p00em07_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.8,2e-08,1,0.25,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0.190000000000009,0.634461958868446,1.66225557968008e-23,5.69247717645754e-06,1,-0.0467664626338221,-0.0854881177843978,-0.096994461667338,0.145000000000007,0.265000000000012,0.300000000000013,0.0502279990335159,0.482156010043306,0.881371124854494,1,-0.127132453378977,0,0,0,0
A1p80_PW2p00em02us_Em1p00_Es0p25_tfe1p00em06_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.8,2e-08,1,0.25,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,0.190000000000009,0.658956316341108,1.64381804413259e-23,4.53074945820992e-06,1,-0.067966310065804,-0.124528714506663,-0.141165296434069,0.145000000000007,0.265000000000012,0.300000000000013,0.0731989863682646,0.481466137802131,0.882148216681741,1,-0.16184862709207,0,0,0,0
A1p80_PW2p00em02us_Em1p00_Es0p25_tfe1p00em06_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.8,2e-08,1,0.25,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,0.190000000000009,0.648000680008966,9.98999905615171e-24,4.99786450956727e-06,1,-0.0584972080780715,-0.107257207226453,-0.121088818081167,0.145000000000007,0.265000000000012,0.300000000000013,0.0625916100030951,0.483093393800082,0.885773012951184,1,-0.146904987721235,0,0,0,0
A1p80_PW2p00em02us_Em1p05_Es0p15_tfe8p00em07_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.8,2e-08,1.05,0.15,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0.465000000000021,0.539588926961807,1.017236739544e-23,5.58371253312343e-06,1,-0.00354310149379078,-0.0504948849803922,-0.093883927281017,0.0100000000000005,0.135000000000006,0.250000000000011,0.0903408257872262,0.0377391700198633,0.537843765624003,1,0.0189931160805253,0,0,0,0
A1p80_PW2p00em02us_Em1p05_Es0p15_tfe8p00em07_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.8,2e-08,1.05,0.15,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0.465000000000021,0.54567032438111,1.11212104379622e-23,6.04039923380378e-06,1,-0.00338876402901689,-0.0437668049580344,-0.0807381533275038,0.0100000000000005,0.135000000000006,0.250000000000011,0.0773493892984869,0.0419722756757986,0.542083304537572,1,0.0125140459034281,0,0,0,0
A1p80_PW2p00em02us_Em1p05_Es0p15_tfe1p00em06_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.8,2e-08,1.05,0.15,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,0.465000000000021,0.529785580982952,3.2192061484033e-23,4.93850007588427e-06,1,-0.00481244289653759,-0.0636222797345148,-0.117713657332462,0.0100000000000005,0.135000000000006,0.250000000000011,0.112901214435924,0.0408826214866952,0.540483416931177,1,0.027151550070608,0,0,0,0
A1p80_PW2p00em02us_Em1p05_Es0p15_tfe1p00em06_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.8,2e-08,1.05,0.15,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,0.465000000000021,0.536868705880911,1.79468225494614e-23,5.38167331133224e-06,1,-0.00388877197765403,-0.0545398388806183,-0.100845008199467,0.0100000000000005,0.135000000000006,0.250000000000011,0.0969562362218127,0.0385618688231173,0.540828344946346,1,0.0212438610908172,0,0,0,0
A1p80_PW2p00em02us_Em1p05_Es0p20_tfe8p00em07_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.8,2e-08,1.05,0.2,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0.370000000000017,0.575613564662989,1.68330681596165e-23,5.45479712253006e-06,1,-0.0171118188281296,-0.0584581492882765,-0.105346430557914,0.0450000000000021,0.155000000000007,0.280000000000012,0.0882346117297847,0.162433779080179,0.554913431605441,1,-0.0132128384506918,0,0,0,0
A1p80_PW2p00em02us_Em1p05_Es0p20_tfe8p00em07_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.8,2e-08,1.05,0.2,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0.370000000000017,0.576274235253504,1.67348363709379e-23,5.92011572818714e-06,1,-0.0146635599071793,-0.0499530891809966,-0.0903198215208887,0.0450000000000021,0.155000000000007,0.280000000000012,0.0756562616137094,0.162351515539565,0.553068953634322,1,-0.0146854724736893,0,0,0,0
A1p80_PW2p00em02us_Em1p05_Es0p20_tfe1p00em06_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.8,2e-08,1.05,0.2,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,0.370000000000017,0.57444583334092,1.57338875421383e-23,4.7974753167841e-06,1,-0.0211537871229163,-0.073206145144196,-0.13198388747764,0.0450000000000021,0.155000000000007,0.280000000000012,0.110830100354724,0.160275527014613,0.554659712963811,1,-0.00952847651446604,0,0,0,0
A1p80_PW2p00em02us_Em1p05_Es0p20_tfe1p00em06_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.8,2e-08,1.05,0.2,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,0.370000000000017,0.575281414761456,8.87503769442669e-24,5.24895418028654e-06,1,-0.0182444117925245,-0.062475426533904,-0.113141161126508,0.0450000000000021,0.155000000000007,0.280000000000012,0.0948967493339835,0.161253531525318,0.552190077526671,1,-0.0117384118647559,0,0,0,0
A1p80_PW2p00em02us_Em1p05_Es0p25_tfe8p00em07_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.8,2e-08,1.05,0.25,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0.235000000000011,0.62652173061481,1.63508819713656e-23,5.27181323543546e-06,1,-0.024695154384835,-0.08101193310624,-0.109366315240098,0.0650000000000028,0.21500000000001,0.290000000000013,0.0846711608552633,0.225802198150503,0.740739348568064,1,-0.0489557376828695,0,0,0,0
A1p80_PW2p00em02us_Em1p05_Es0p25_tfe8p00em07_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.8,2e-08,1.05,0.25,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0.235000000000011,0.619639645412544,1.6979684579748e-23,5.74935303959791e-06,1,-0.02091531251339,-0.0690454435309545,-0.0933184993400361,0.0650000000000028,0.21500000000001,0.290000000000013,0.0724031868266461,0.224128256040405,0.739890204185187,1,-0.0461892731035776,0,0,0,0
A1p80_PW2p00em02us_Em1p05_Es0p25_tfe1p00em06_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.8,2e-08,1.05,0.25,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,0.235000000000011,0.637844232560892,1.63875373953096e-23,4.59736955830374e-06,1,-0.030404832854366,-0.101158186788859,-0.136604544364167,0.0650000000000028,0.21500000000001,0.290000000000013,0.106199711509801,0.222575559223793,0.74051845976065,1,-0.0516462406155956,0,0,0,0
A1p80_PW2p00em02us_Em1p05_Es0p25_tfe1p00em06_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.8,2e-08,1.05,0.25,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,0.235000000000011,0.629860269245532,6.28056190407795e-23,5.06058875608041e-06,1,-0.0264050903710852,-0.086967097152113,-0.11705428101798,0.0650000000000028,0.21500000000001,0.290000000000013,0.0906491906468945,0.225579877484612,0.742963831786339,1,-0.0501959411210922,0,0,0,0
A1p80_PW2p00em02us_Em1p10_Es0p15_tfe8p00em07_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.8,2e-08,1.1,0.15,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0.485000000000022,0.53239625684799,9.30141263808105e-24,5.61086772032321e-06,1,-0.00763083979233592,-0.0283793680373386,-0.065952093475914,0.0200000000000009,0.0750000000000032,0.175000000000008,0.058321253683578,0.115702768330208,0.430302762833494,1,0.000251985113673714,0,0,0,0
A1p80_PW2p00em02us_Em1p10_Es0p15_tfe8p00em07_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.8,2e-08,1.1,0.15,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0.485000000000022,0.538980129993929,9.87355481840592e-24,6.06573401536197e-06,1,-0.00616778963234865,-0.0239887351402575,-0.0564071674622427,0.0200000000000009,0.0750000000000032,0.175000000000008,0.0502393778298941,0.109344076468246,0.42527813785925,1,-0.00106219226471715,0,0,0,0
A1p80_PW2p00em02us_Em1p10_Es0p15_tfe1p00em06_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.8,2e-08,1.1,0.15,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,0.485000000000022,0.519988528099026,9.00765476768907e-24,4.96821055969548e-06,1,-0.00903599167263391,-0.0350349871166743,-0.0822329962776525,0.0200000000000009,0.0750000000000032,0.175000000000008,0.0731970046050185,0.109882797437232,0.426045367462737,1,0.00661072217657909,0,0,0,0
A1p80_PW2p00em02us_Em1p10_Es0p15_tfe1p00em06_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.8,2e-08,1.1,0.15,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,0.485000000000022,0.528966422447208,3.1377606651879e-23,5.4096309334216e-06,1,-0.00841371134548841,-0.030530976431808,-0.0708639079095653,0.0200000000000009,0.0750000000000032,0.175000000000008,0.0624501965640769,0.118730558244484,0.430839581564862,1,0.00100066014932283,0,0,0,0
A1p80_PW2p00em02us_Em1p10_Es0p20_tfe8p00em07_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.8,2e-08,1.1,0.2,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0.375000000000016,0.573795844583407,1.67161381476727e-23,5.46157914081952e-06,1,-0.0135031357076847,-0.0451587917334892,-0.094451541420212,0.0350000000000015,0.120000000000005,0.250000000000011,0.0809484057125273,0.142963635157733,0.478115984709865,1,-0.00273260176001284,0,0,0,0
A1p80_PW2p00em02us_Em1p10_Es0p20_tfe8p00em07_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.8,2e-08,1.1,0.2,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0.375000000000016,0.574726964173937,3.17801734996236e-23,5.9264440699033e-06,1,-0.0114026932081761,-0.0387914377430569,-0.0806870806744139,0.0350000000000015,0.120000000000005,0.250000000000011,0.0692843874662378,0.141319937626544,0.480763926750393,1,-0.00530003784812948,0,0,0,0
A1p80_PW2p00em02us_Em1p10_Es0p20_tfe1p00em06_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.8,2e-08,1.1,0.2,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,0.375000000000016,0.572146203837992,1.72029853667685e-23,4.80489346810351e-06,1,-0.0165751944139254,-0.0565932617579488,-0.117755072989452,0.0350000000000015,0.120000000000005,0.250000000000011,0.101179878575526,0.140759917964725,0.480601474919201,1,0.00232663348034406,0,0,0,0
A1p80_PW2p00em02us_Em1p10_Es0p20_tfe1p00em06_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.8,2e-08,1.1,0.2,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,0.375000000000016,0.573327100835313,1.62728230927366e-23,5.25593606228062e-06,1,-0.0143939905525705,-0.0485021599536368,-0.100869729848619,0.0350000000000015,0.120000000000005,0.250000000000011,0.0864757392960481,0.1426988113696,0.480839594062827,1,-0.00163241969930712,0,0,0,0
A1p80_PW2p00em02us_Em1p10_Es0p25_tfe8p00em07_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.8,2e-08,1.1,0.25,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0.240000000000011,0.624568838711192,1.75736999343124e-23,5.27858583109362e-06,1,-0.0149436834585848,-0.075208965795986,-0.111029630596311,0.0400000000000019,0.200000000000009,0.295000000000013,0.0960859471377258,0.134591850646771,0.677377429719064,1,-0.0162286940333401,0,0,0,0
A1p80_PW2p00em02us_Em1p10_Es0p25_tfe8p00em07_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.8,2e-08,1.1,0.25,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0.240000000000011,0.618135419167041,3.19599051880839e-23,5.75567399392169e-06,1,-0.0127498001730715,-0.0643620348774114,-0.0951862784676094,0.0400000000000019,0.200000000000009,0.295000000000013,0.0824364782945379,0.133945778512709,0.67616925373664,1,-0.0175001250708512,0,0,0,0
A1p80_PW2p00em02us_Em1p10_Es0p25_tfe1p00em06_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.8,2e-08,1.1,0.25,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,0.240000000000011,0.635607136198806,1.62942910109274e-23,4.60477437985623e-06,1,-0.018885289466142,-0.0943473264350116,-0.138938994833485,0.0400000000000019,0.200000000000009,0.295000000000013,0.120053705367343,0.135925047455363,0.679055772269581,1,-0.0141727623605867,0,0,0,0
A1p80_PW2p00em02us_Em1p10_Es0p25_tfe1p00em06_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.8,2e-08,1.1,0.25,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,0.240000000000011,0.627819834674364,9.96569191976021e-24,5.06756014177059e-06,1,-0.016126452489881,-0.0807258779160339,-0.119032924025388,0.0400000000000019,0.200000000000009,0.295000000000013,0.102906471535507,0.135478924187743,0.67818108793846,1,-0.0158067618545888,0,0,0,0
A1p80_PW5p00em02us_Em1p00_Es0p15_tfe8p00em07_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.8,5e-08,1,0.15,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0.430000000000019,0.553098019835029,3.18403222471132e-23,5.53620348129416e-06,1,-0.0432837125622481,-0.0979907054031186,-0.12618913569025,0.115000000000005,0.260000000000012,0.335000000000015,0.082905423128002,0.343006648912267,0.776538367325467,1,-0.0935137657919942,0,0,0,0
A1p80_PW5p00em02us_Em1p00_Es0p15_tfe8p00em07_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.8,5e-08,1,0.15,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0.430000000000019,0.556872346309157,9.59877835591526e-24,5.99607328065832e-06,1,-0.0373074613454372,-0.0837914201069675,-0.107980068609811,0.115000000000005,0.260000000000012,0.335000000000015,0.0706726072643741,0.345503219489966,0.775989691298956,1,-0.0865220638497602,0,0,0,0
A1p80_PW5p00em02us_Em1p00_Es0p15_tfe1p00em06_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.8,5e-08,1,0.15,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,0.430000000000019,0.546202148034034,3.19981178000914e-23,4.88652416277016e-06,1,-0.0540930789008321,-0.122508625941731,-0.157670333139808,0.115000000000005,0.260000000000012,0.335000000000015,0.103577254238976,0.343077088908458,0.776992243893474,1,-0.10683730439725,0,0,0,0
A1p80_PW5p00em02us_Em1p00_Es0p15_tfe1p00em06_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.8,5e-08,1,0.15,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,0.430000000000019,0.551165449593691,1.73278439386746e-23,5.33276136014641e-06,1,-0.0465257182386701,-0.104984475512017,-0.135311460423666,0.115000000000005,0.260000000000012,0.335000000000015,0.0887857421849961,0.343841667904522,0.77587275448292,1,-0.097566363123065,0,0,0,0
A1p80_PW5p00em02us_Em1p00_Es0p20_tfe8p00em07_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.8,5e-08,1,0.2,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0.335000000000015,0.588903826360114,1.64551559490939e-23,5.40733252211793e-06,1,-0.047358537629305,-0.0960638914871994,-0.114924995597532,0.125000000000006,0.255000000000011,0.305000000000013,0.067566457968227,0.412082135683997,0.835883360166623,1,-0.115567728787964,0,0,0,0
A1p80_PW5p00em02us_Em1p00_Es0p20_tfe8p00em07_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.8,5e-08,1,0.2,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0.335000000000015,0.587695496234624,1.764490544743e-23,5.87582483199353e-06,1,-0.0403628683567966,-0.0823937315133965,-0.0984447294199877,0.125000000000006,0.255000000000011,0.305000000000013,0.0580818610631911,0.410005376566168,0.836954217852395,1,-0.10508766112088,0,0,0,0
A1p80_PW5p00em02us_Em1p00_Es0p20_tfe1p00em06_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.8,5e-08,1,0.2,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,0.335000000000015,0.590990006275304,9.95420656104533e-24,4.74556165552163e-06,1,-0.0588623684426054,-0.120056208840473,-0.143627603232013,0.125000000000006,0.255000000000011,0.305000000000013,0.0847652347894073,0.409826294653963,0.83588534612345,1,-0.132196728408807,0,0,0,0
